"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
eeg_age_unit_2,eeg,,radio,"Time unit<div class='note'>for age at EEG recording 2</div>","1, days | 2, weeks | 3, months | 4, years","e.g. age of onset is 3 weeks; or age of onset is 6 months ect.",,,,,"[eeg_findings_2] >= 1 and [eeg_findings_2] < 989 or [eeg_findings_2] = 996",,RH,,,,
eeg_findings_3,eeg,,dropdown,"EEG finding 3","1, Normal | 31, Burst suppression | 32, Classic hypsarrhythmia | 34, Hemihypsarrhythmia | 33, Hypsarrhythmia variant | 11, Generalized spike and wave, specify frequency | 12, Generalized polyspike and wave, specify frequency | 17, Slow-spike-waves (generalized 1,5 - 2,5Hz) | 13, Generalized paroxysmal fast activity (GPFA) | 14, Continuous Spike and Wave in slow-wave Sleep (CSWS) | 18, Generalized epileptiform unspecified | 3, Focal or multi-focal epileptiform, specify location | 2, Epileptiform unspecified | 4, Focal slowing, specify location | 5, Generalized slowing | 9, Photo-paroxysmal response | 996, Other, please specify | 998, Unknown | 989, Not done",,,,,,"[eeg_findings_2] >= 1 and [eeg_findings_2] < 989 or [eeg_findings_2] = 996",,,,,,
eeg_findings_3_gsw,eeg,,dropdown,"GSW frequency 3","3, < 1,5Hz | 4, = 3Hz | 5, = 3,5Hz | 6, = 4Hz | 7, > 4Hz | 2, < 3Hz | 1, > or = 3Hz | 998, Unknown",,,,,,"[eeg_findings_3] = '11' or [eeg_findings_3] = '12'",y,,,,,
eeg_findings_3_epicom,eeg,,notes,"Other epileptiform findings 3 comments",,,,,,,"[eeg_findings_3] = 996",y,,,,,
eeg_findings_3_focal,eeg,,checkbox,"Location of focal epileptiform 3","2, Temporal | 3, Frontal | 4, Occipital | 5, <span title=""Including central"">Parietal</span> | 6, Multi-focal | 997, Unspecified | 998, Unknown","If localization is near the anatomical boundary of two lobes or could reflect one of two sites (e.g. F7, 'fronto-temporal') then both lobes should be selected. If there are two or more independent foci, then select 'multifocal' and the relevant lobes.",,,,,"[eeg_findings_3] = '3' or [eeg_findings_3] = '4'",y,,,,,
eeg_findings_ppr_3,eeg,,dropdown,"Type of photoparoxysmal response 3","1, Generalized | 2, Occipital | 3, Other focal | 4, Non-epileptiform | 998, Unknown",,,,,,"[eeg_findings_3] = '9'",y,,,,,
eeg_age_3,eeg,,text,"Age at EEG recording 3",,"Please provide time unit below",number,,,,"[eeg_findings_3] >= 1 and [eeg_findings_3] < 989 or [eeg_findings_3] = 996",,,,,,
eeg_age_unit_3,eeg,,radio,"Time unit<div class='note'>for age at EEG recording 3</div>","1, days | 2, weeks | 3, months | 4, years","e.g. age of onset is 3 weeks; or age of onset is 6 months ect.",,,,,"[eeg_findings_3] >= 1 and [eeg_findings_3] < 989 or [eeg_findings_3] = 996",,RH,,,,
eeg_note,eeg,,notes,Note,,,,,,,,,,,,,
eeg_data_ent,eeg,,text,"Date of last data entry<div class='note'>EEG</div>",,,date_ymd,,,,,,,,,," @TODAY-SERVER"
neuroimaging_performed,imaging,Neuroimaging,radio,"Neuroimaging performed","1, CT | 2, MRI | 3, CT and MRI | 998, Unknown | 997, Not done",,,,,,,,,,,,
imaging_age,imaging,,text,"Age at imaging",,"Please provide time unit below",number,,,,"[neuroimaging_performed] >=1 and [neuroimaging_performed]<997 or [neuroimaging_performed] =998",,,,,,
imaging_age_unit,imaging,,radio,"Time unit<div class='note'>for age at imaging</div>","1, days | 2, weeks | 3, months | 4, years","e.g. age of onset is 3 weeks; or age of onset is 6 months ect.",,,,,"[neuroimaging_performed] >=1 and [neuroimaging_performed]<997 or [neuroimaging_performed] =998",,RH,,,,
neuroimaging_findings,imaging,,checkbox,"Neuroimaging findings","1, Normal | 2, Nonspecific abnormality, please specify! | 3, Hippocampal sclerosis | 4, Infection | 100, Malformation: Focal Cortical Dysplasia | 101, Malformation: Heterotopia | 102, Malformation: Peri-ventricular nodular heterotopia | 103, Malformation: Polymicrogyria | 104, Malformation: Lissencephaly | 105, Malformation: Double Cortex | 106, Malformation: Hypothalamic Hamartoma | 107, Malformation: Hemimegaencephaly | 108, Malformation: Schizencephaly | 109, Malformation: Pachygyria | 111, Malformation: Holoprosencephaly | 112, Malformation: Corpus callosum agenesis/dysplasia | 113, Malformation: Septo-optic dysplasia | 114, Malformation: Other, please specify! | 150, Benign Tumor: DNET | 151, Benign Tumor: Ganglioglioma | 152, Benign Tumor: unknown | 153, Benign Tumor: Other, please specify! | 5, Malignant Tumor, please specify! | 160, Traumatic Brain Injury | 170, Vascular and/or ischemic abnormalities: ischemic stroke | 171, Vascular and/or ischemic abnormalities: hypoxic ischemic injury | 172, Vascular and/or ischemic abnormalities: hemorrhage | 173, Vascular and/or ischemic abnormalities: cerebral angioma | 176, Vascular and/or ischemic abnormalities: Periventricular leukomalacia | 219, Other: Porencephaly | 220, Other: Hydrocephalus | 221, Other: Atrophy | 222, Other: White matter lesions | 223, Other: Periventricular leucomalacia | 996, Other, please specify! | 998, Unknown",,,,,,"[neuroimaging_performed] >=1 and [neuroimaging_performed]<997 or [neuroimaging_performed] =998",,,,,,
neuroimaging_specify,imaging,,notes,"Neuroimaging findings - comment",,,,,,,"[neuroimaging_performed] >=1 and [neuroimaging_performed]<997 or [neuroimaging_performed] =998",,,,,,
nonspec_abnorm_loc,imaging,,checkbox,"Nonspecific abnormality - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(2)] = '1'",,LH,,,,
hippocamp_scler_loc,imaging,,checkbox,"Hippocampal sclerosis - location","1, left | 2, right | 998, unknown",,,,,,"[neuroimaging_findings(3)] = '1'",,LH,,,,
infection_loc,imaging,,checkbox,"Infection - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(4)] = '1'",,LH,,,,
fcd_loc,imaging,,checkbox,"Malformation: Focal Cortical Dysplasia - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(100)] = '1'",,LH,,,,
heterotopia_loc,imaging,,checkbox,"Malformation: Heterotopia - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(101)] = '1'",,LH,,,,
pvn_heterotopia_loc,imaging,,checkbox,"Malformation: Peri-ventricular nodular heterotopia - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(102)] = '1'",,LH,,,,
polymicrogyria_loc,imaging,,checkbox,"Malformation: Polymicrogyria - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(103)] = '1'",,LH,,,,
lissencephaly_loc,imaging,,checkbox,"Malformation: Lissencephaly - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(104)] = '1'",,LH,,,,
double_cortex_loc,imaging,,checkbox,"Malformation: Double Cortex - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(105)] = '1'",,LH,,,,
hypothal_hamart_loc,imaging,,checkbox,"Malformation: Hypothalamic Hamartoma - location","1, left | 2, right | 998, unknown",,,,,,"[neuroimaging_findings(106)] = '1'",,LH,,,,
hemimegaenceph_loc,imaging,,checkbox,"Malformation: Hemimegaencephaly - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(107)] = '1'",,LH,,,,
schizenceph_loc,imaging,,checkbox,"Malformation: Schizencephaly - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(108)] = '1'",,LH,,,,
pachygyria_loc,imaging,,checkbox,"Malformation: Pachygyria - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(109)] = '1'",,LH,,,,
malform_other_loc,imaging,,checkbox,"Malformation: Other - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(114)] = '1'",,LH,,,,
dnet_loc,imaging,,checkbox,"Benign Tumor: DNET - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(150)] = '1'",,LH,,,,
ganglioglioma_loc,imaging,,checkbox,"Benign Tumor: Ganglioglioma - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(151)] = '1'",,LH,,,,
ben_tumor_uk_loc,imaging,,checkbox,"Benign Tumor: unknown - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(152)] = '1'",,LH,,,,
ben_tum_other_loc,imaging,,checkbox,"Benign Tumor: Other - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(153)] = '1'",,LH,,,,
mal_tumor_loc,imaging,,checkbox,"Malignant Tumor - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(5)] = '1'",,LH,,,,
tbi_loc,imaging,,checkbox,"Traumatic Brain Injury - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(160)] = '1'",,LH,,,,
ischemic_stroke_loc,imaging,,checkbox,"Vascular and/or ischemic abnormalities: ischemic stroke - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(170)] = '1'",,LH,,,,
hemorrhage_loc,imaging,,checkbox,"Vascular and/or ischemic abnormalities: Hemorrhage - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(172)] = '1'",,LH,,,,
hypox_ischem_inj_loc,imaging,,checkbox,"Vascular and/or ischemic abnormalities: hypoxic ischemic injury - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(171)] = '1'",,LH,,,,
cereb_angioma_loc,imaging,,checkbox,"Vascular and/or ischemic abnormalities: Cerebral angioma - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(173)] = '1'",,LH,,,,
per_leukoma_loc,imaging,,checkbox,"Vascular and/or ischemic abnormalities: Periventricular leukomalacia - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(176)] = '1'",,LH,,,,
other_porence_loc,imaging,,checkbox,"Other: Porencephaly - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(219)] = '1'",,LH,,,,
other_hydroce_loc,imaging,,checkbox,"Other: Hydrocephalus - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(220)] = '1'",,LH,,,,
other_atrophy_loc,imaging,,checkbox,"Other: Atrophy - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 8, generalized | 9, pontine | 10, midbrain | 11, cerebellar | 998, unknown",,,,,,"[neuroimaging_findings(221)] = '1'",,LH,,,,
other_white_matter_loc,imaging,,checkbox,"Other: White matter lesions - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(222)] = '1'",,LH,,,,
other_periv_leucom_loc,imaging,,checkbox,"Other: Periventricular leucomalacia - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(223)] = '1'",,LH,,,,
other_loc,imaging,,checkbox,"Other - location","1, left | 2, right | 3, frontal | 4, temporal | 5, parietal | 6, occipital | 7, insular | 998, unknown",,,,,,"[neuroimaging_findings(996)] = '1'",,LH,,,,
imaging_note,imaging,,notes,Note,,,,,,,,,,,,,
imaging_data_ent,imaging,,text,"Date of last data entry<div class='note'>Imaging</div>",,,date_ymd,,,,,,,,,," @TODAY-SERVER"
chromosome_existing,genetic_metabolic_diagnostics,,dropdown,"Chromosome data existing","1, Yes | 2, No | 998, Unknown",,,,,,,,,,,,
chromosome_date,genetic_metabolic_diagnostics,,text,"Chromosome Analysis - Date of performance",,"Use 01 (Jan) as month or 01 as day if said information is missing",date_ymd,,,,"[chromosome_existing] = '1'",,,,,,
chromosome_abb_yn,genetic_metabolic_diagnostics,,dropdown,"Chromosome abberation","1, Yes | 2, No | 998, Unknown",,,,,,"[chromosome_existing] = '1'",,,,,,
chromosome_abb_detail,genetic_metabolic_diagnostics,,text,"Chromosome abberation details",,,,,,,"[chromosome_abb_yn] = '1'",,,,,,
convent_karyot,genetic_metabolic_diagnostics,,dropdown,"Conventional karyotype","1, Normal|2, Abnormal, please specify|998, Unknown |4, Finding of unknown significance, please specify| 5, Not done",,,,,,,,,,,,
convent_karyot_spec,genetic_metabolic_diagnostics,,notes,"Conventional karyotype comments",,,,,,,"[convent_karyot]=2 or [convent_karyot]=4",,,,,,
array_existing,genetic_metabolic_diagnostics,,dropdown,"Array data existing","1, Yes | 2, No | 998, Unknown",,,,,,,,,,,,
array_date,genetic_metabolic_diagnostics,,text,"Array Analysis - Date of performance",,"Use 01 (Jan) as month or 01 as day if said information is missing",date_ymd,,,,"[array_existing] = '1'",,,,,,
array_result,genetic_metabolic_diagnostics,,dropdown,"Array result","1, Normal | 2, Abnormal, please specify! | 3, Finding of unknown significance, please specify! | 998, Unknown",,,,,,"[array_existing] = '1'",,,,,,
array_result_comment,genetic_metabolic_diagnostics,,notes,"Array result comments",,,,,,,"[array_result] = '2' or [array_result] = '3'",,,,,,
individ_gen_exist,genetic_metabolic_diagnostics,,dropdown,"Individual gene testing data existing","1, Yes | 2, No | 998, Unknown",,,,,,,,,,,,
individ_gene_descr,genetic_metabolic_diagnostics,,notes,"Individual gene description",,"Please provide the company and/or gene name/s. In-house gene testing can be included as 'in-house'.",,,,,"[individ_gen_exist] = '1'",,,,,,
individ_gen_result,genetic_metabolic_diagnostics,,dropdown,"Individual gene testing result","1, Normal | 2, Abnormal, please specify | 3, Finding of unknown significance, please specify | 998, Unknown",,,,,,"[individ_gen_exist] = '1'",,,,,,
individ_gen_result_info_2,genetic_metabolic_diagnostics,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: right;"">?</p> <p style=""text-align: right;""><span style=""color: #e03e2d;"">Please specify found mutations in the ""Mutations"" section (see below)</span></p> <p style=""text-align: right;"">?</p></div>",,"</p><span style=""color: #ff0000;"">You can also specify the mutations in the ""Mutations"" section (see below).</span></p>",,,,,"[individ_gen_result]=2 or [individ_gen_result]=3",,,,,,
panel_exist,genetic_metabolic_diagnostics,,dropdown,"Gene panel data existing","1, Yes | 2, No | 998, Unknown",,,,,,,,,,,,
panel_descript,genetic_metabolic_diagnostics,,notes,"Gene panel description",,"Please provide the company and/or panel name. In-house panels can be included as 'in-house'. ",,,,,[panel_exist]=1,,,,,,
panel_results,genetic_metabolic_diagnostics,,dropdown,"Gene panel results","1, Normal | 2, Abnormal, please specify | 3, Finding of unknown significance, please specify | 998, Unknown",,,,,,[panel_exist]=1,,,,,,
panel_results_info,genetic_metabolic_diagnostics,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: right;"">?</p> <p style=""text-align: right;""><span style=""color: #e03e2d;"">Please specify found mutations in the ""Mutations"" section (see below)</span></p> <p style=""text-align: right;"">?</p></div>",,"</p><span style=""color: #ff0000;"">You can also specify the mutations in the ""Mutations"" section (see below).</span></p>",,,,,"[panel_results]=2 or [panel_results]=3",,,,,,
exome_existing,genetic_metabolic_diagnostics,,dropdown,"Exome data existing","1, Yes | 2, No | 998, Unknown",,,,,,,,,,,,
exome_source,genetic_metabolic_diagnostics,,checkbox,"Exome source","1, Medizinische Genetik Tuebingen | 2, CeGaT GmbH | 3, AKF | 4, Cogie | 5, DFG | 6, EpiPGX | 7, Epi25 | 8, NGFN | 9, EuroEpinomics | 10, Other diagnostic center, please specify! | 996, Other please specify!",,,,,,"[exome_existing] = '1'",,,,,,
exome_source_othr,genetic_metabolic_diagnostics,,notes,"Other diagnostic center",,,,,,,"[exome_source(10)] = '1'",,,,,,
exome_other,genetic_metabolic_diagnostics,,notes,"Exome source other",,,,,,,"[exome_source(996)] = '1'",,,,,,
